id_imovel,tipo_imovel,zona,area_m2,quartos,casas_banho,andar,ano_construcao,estado_conservacao,orientacao_solar,vista,certificacao_energetica,distancia_centro_km,distancia_metro_km,distancia_escola_km,distancia_hospital_km,score_localizacao,tem_garagem,tem_piscina,tem_varanda,tem_arrecadacao,tem_elevador,tem_ar_condicionado,tem_lareira,tem_jardim,preco,preco_categoria
IMV00455,Duplex,Periferia,104,3,2,4,2021,Novo,Sudeste,Jardim,A+,6.9,1.84,1.53,1.82,2,False,False,False,False,False,False,False,True,183500.0,Médio
IMV00456,Duplex,Centro Histórico,71,1,2,3,1977,Razoável,Sul,Jardim,E,0.0,0.02,0.32,0.35,8,False,False,False,False,False,False,False,False,156900.0,Médio
IMV00457,Duplex,Zona Comercial,102,2,1,3,1986,Razoável,Sudeste,Rua,E,0.7,0.0,0.6,1.3,6,False,False,True,True,False,False,False,False,218100.0,Médio
IMV00458,Duplex,Bairro Residencial,90,3,2,5,2005,Bom,Sudoeste,Jardim,D,4.3,1.21,0.86,0.42,3,False,False,False,False,False,False,False,False,160600.0,Médio
IMV00459,Estúdio,Zona Industrial,96,2,1,4,2023,Novo,Noroeste,Pátio,A,10.1,2.67,1.08,1.29,1,True,False,False,False,True,True,False,False,122800.0,Baixo
IMV00460,Apartamento,Centro Histórico,97,3,2,5,1974,Para Remodelar,Sudeste,Rua,E,0.0,1.51,1.43,12.81,5,False,False,False,False,False,False,False,True,153500.0,Médio
IMV00461,Estúdio,Zona Comercial,64,1,1,4,1967,Para Remodelar,Norte,Rua,D,0.1,0.44,0.73,0.05,6,False,False,False,False,False,True,False,False,78600.0,Baixo
IMV00462,Moradia,Zona Comercial,109,3,2,0,2014,Como Novo,Nordeste,Jardim,B,2.4,0.02,0.3,3.25,7,False,False,False,False,False,False,False,False,275500.0,Médio
IMV00463,Apartamento,Zona Comercial,50,1,1,5,1975,Para Remodelar,Oeste,Rua,D,3.9,3.21,0.86,1.52,4,False,False,False,False,False,False,False,False,66400.0,Baixo
IMV00464,Penthouse,Zona Premium,144,3,2,5,1991,Para Remodelar,Noroeste,Pátio,E,4.1,0.79,1.73,3.42,6,False,False,True,False,True,False,False,False,478700.0,Alto
IMV00465,Penthouse,Zona Industrial,148,3,2,6,2000,Razoável,Sul,Mar,E,11.9,1.96,1.03,1.22,1,False,False,False,False,False,False,False,False,156100.0,Médio
IMV00466,Moradia,Bairro Residencial,105,2,1,0,1970,Para Remodelar,Sul,Rua,E,5.2,0.82,0.83,1.36,4,False,False,False,False,False,False,False,False,155800.0,Médio
IMV00467,Duplex,Periferia,143,3,3,4,1972,Para Remodelar,Noroeste,Pátio,F,7.7,0.96,0.53,7.98,3,False,False,False,True,True,True,False,False,149200.0,Baixo
IMV00468,Estúdio,Zona Comercial,77,2,1,3,2020,Novo,Sudoeste,Jardim,A,2.1,0.14,0.59,22.83,6,False,False,True,False,False,True,False,False,173800.0,Médio
IMV00469,Duplex,Centro Histórico,77,1,1,1,1961,Para Remodelar,Sudeste,Jardim,E,1.7,1.13,0.44,4.79,6,False,False,False,False,False,False,False,False,134300.0,Baixo
IMV00470,Estúdio,Zona Comercial,78,1,1,3,1997,Bom,Sudeste,Rua,F,3.0,1.37,0.2,1.09,5,True,False,False,False,True,False,False,True,162700.0,Médio
IMV00471,Duplex,Zona Comercial,120,4,2,3,2005,Bom,Este,Pátio,C,2.3,4.43,0.66,7.1,4,False,False,True,False,False,False,False,False,307600.0,Alto
IMV00472,Apartamento,Zona Industrial,93,3,2,0,1981,Para Remodelar,Noroeste,Jardim,D,11.7,0.61,0.7,0.04,2,False,False,False,False,False,False,False,False,52800.0,Baixo
IMV00473,Duplex,Bairro Residencial,117,3,2,10,2004,Razoável,Este,Jardim,B,6.8,0.35,0.37,4.41,6,False,False,False,True,True,False,False,False,207100.0,Médio
IMV00474,Duplex,Periferia,138,4,2,3,2021,Novo,Este,Pátio,B,9.1,1.12,0.38,0.9,3,False,False,True,False,False,False,False,False,197400.0,Médio
IMV00475,Duplex,Zona Premium,128,3,3,3,1974,Para Remodelar,Sudeste,Rua,E,4.1,0.81,0.02,2.89,7,False,False,False,False,False,False,False,False,264900.0,Médio
IMV00476,Duplex,Zona Comercial,78,2,2,2,1976,Razoável,Sudeste,Rua,E,1.1,1.14,0.93,2.01,4,False,False,False,False,False,False,False,False,152300.0,Médio
IMV00477,Estúdio,Centro Histórico,49,0,1,1,2022,Novo,Sudoeste,Pátio,B,0.0,1.66,1.37,7.43,5,False,False,False,False,False,False,False,False,107800.0,Baixo
IMV00478,Penthouse,Bairro Residencial,126,3,3,0,1966,Razoável,Sudoeste,Jardim,D,3.4,0.87,0.13,2.0,5,False,False,True,False,False,False,False,True,291500.0,Médio
IMV00479,Apartamento,Bairro Residencial,89,2,1,3,1987,Razoável,Sudoeste,Rua,E,3.9,0.4,2.32,5.39,5,False,True,False,False,False,False,False,False,139700.0,Baixo
IMV00480,Estúdio,Zona Premium,115,2,1,2,1974,Para Remodelar,Norte,Rua,D,2.7,1.48,1.3,3.41,5,True,False,False,False,False,False,False,False,187900.0,Médio
IMV00481,Penthouse,Zona Premium,156,5,3,5,2022,Como Novo,Nordeste,Rua,B,3.4,0.36,1.9,1.67,7,True,False,True,True,True,True,False,True,879800.0,Alto
IMV00482,Moradia,Periferia,145,3,2,0,2024,Novo,Sul,Rua,B,6.1,1.18,1.23,4.69,2,False,False,False,False,False,False,False,True,243000.0,Médio
IMV00483,Estúdio,Centro Histórico,44,0,1,3,1978,Razoável,Noroeste,Jardim,D,1.9,0.26,1.55,12.44,7,False,False,True,False,False,False,False,False,64800.0,Baixo
IMV00484,Estúdio,Bairro Residencial,56,1,1,3,1970,Para Remodelar,Sul,Jardim,E,3.2,0.96,0.51,1.11,4,False,False,False,True,False,False,False,False,51600.0,Baixo
IMV00485,Duplex,Zona Industrial,152,4,3,5,2023,Novo,Noroeste,Rua,A,8.6,1.11,0.01,1.14,2,True,True,False,True,True,False,False,False,259000.0,Médio
IMV00486,Duplex,Bairro Residencial,104,2,1,2,2020,Como Novo,Sul,Pátio,A,3.2,1.85,0.76,1.95,3,False,False,False,False,False,False,True,False,201500.0,Médio
IMV00487,Duplex,Centro Histórico,110,2,1,4,2020,Novo,Noroeste,Pátio,A,0.0,0.65,1.96,0.41,6,True,False,True,False,True,False,False,False,370000.0,Alto
IMV00488,Apartamento,Zona Comercial,99,2,2,2,2023,Como Novo,Sudeste,Rua,B,2.4,0.09,1.5,1.45,6,False,True,False,False,False,True,False,False,242200.0,Médio
IMV00489,Estúdio,Bairro Residencial,68,2,2,5,2007,Bom,Norte,Jardim,C,4.4,0.03,1.74,0.46,5,False,False,False,True,False,False,False,False,83500.0,Baixo
IMV00490,Duplex,Centro Histórico,75,1,1,4,1977,Razoável,Sudoeste,Rua,D,0.4,1.41,0.17,4.74,6,False,False,False,False,False,False,False,False,169800.0,Médio
IMV00491,Moradia,Periferia,106,3,2,0,2022,Novo,Oeste,Pátio,B,7.3,2.28,1.84,1.17,2,False,False,False,False,False,False,False,False,185400.0,Médio
IMV00492,Estúdio,Centro Histórico,56,2,1,5,1985,Razoável,Este,Jardim,E,0.0,1.77,1.43,5.75,5,False,False,False,False,False,False,False,False,87500.0,Baixo
IMV00493,Apartamento,Zona Industrial,65,2,1,1,2024,Novo,Noroeste,Pátio,B,8.7,0.83,0.62,0.06,2,False,False,False,False,False,True,False,False,75400.0,Baixo
IMV00494,Estúdio,Bairro Residencial,77,1,2,2,2007,Bom,Norte,Rua,B,4.0,1.78,1.47,0.84,3,True,False,False,False,False,False,False,False,99100.0,Baixo
IMV00495,Estúdio,Periferia,60,1,1,1,2020,Novo,Sudeste,Rua,A+,6.3,1.14,0.06,4.36,3,False,False,False,True,True,False,False,False,78100.0,Baixo
IMV00496,Apartamento,Periferia,108,2,2,5,1965,Para Remodelar,Norte,Rua,D,6.4,0.2,1.75,6.0,4,False,False,True,False,True,False,False,False,96500.0,Baixo
IMV00497,Penthouse,Centro Histórico,144,3,2,2,1980,Para Remodelar,Noroeste,Jardim,D,0.0,0.26,0.57,1.54,7,False,False,True,False,True,False,True,False,368800.0,Alto
IMV00498,Apartamento,Centro Histórico,90,2,1,2,1991,Para Remodelar,Nordeste,Rua,E,1.4,0.53,0.44,7.09,7,False,True,False,False,True,False,False,False,177900.0,Médio
IMV00499,Apartamento,Zona Comercial,68,2,1,3,2017,Como Novo,Este,Jardim,B,3.4,1.81,0.79,2.82,4,False,False,True,False,False,False,False,False,141900.0,Baixo
IMV00500,Penthouse,Zona Industrial,124,5,2,8,1987,Para Remodelar,Sudoeste,Cidade,E,11.7,3.11,0.14,0.57,2,False,False,False,False,False,False,False,False,115400.0,Baixo
IMV00501,Apartamento,Zona Premium,117,2,1,3,1996,Bom,Sul,Pátio,F,3.7,2.82,1.18,8.07,5,False,False,True,False,False,True,False,True,369600.0,Alto
IMV00502,Moradia,Bairro Residencial,156,3,2,0,2019,Como Novo,Sudoeste,Rua,A,6.7,0.85,0.77,1.77,4,False,False,False,False,False,False,True,False,346000.0,Alto
IMV00503,Apartamento,Zona Industrial,83,2,1,5,1979,Para Remodelar,Sul,Rua,D,11.8,1.37,0.01,1.31,2,False,False,False,False,False,False,True,False,55600.0,Baixo
IMV00504,Penthouse,Periferia,131,3,2,5,2023,Novo,Sudoeste,Rua,B,7.8,0.27,4.02,0.3,4,False,False,False,True,True,True,False,False,295800.0,Médio
IMV00505,Apartamento,Zona Industrial,110,2,1,7,1993,Razoável,Nordeste,Cidade,D,10.9,1.11,3.96,2.41,1,False,False,False,True,False,False,False,False,77100.0,Baixo
IMV00506,Duplex,Bairro Residencial,85,2,2,0,1965,Para Remodelar,Nordeste,Jardim,E,6.5,0.9,0.02,1.67,5,False,False,True,False,False,False,False,False,117400.0,Baixo
IMV00507,Penthouse,Periferia,125,4,2,8,2020,Novo,Este,Serra,A+,9.1,0.0,2.2,0.94,4,False,False,False,False,True,False,False,False,270500.0,Médio
IMV00508,Moradia,Zona Premium,124,3,2,0,1981,Para Remodelar,Sul,Jardim,D,2.7,0.71,1.23,3.34,6,False,False,True,True,False,False,False,False,299200.0,Médio
IMV00509,Duplex,Zona Premium,121,4,3,2,1994,Para Remodelar,Norte,Pátio,E,3.8,1.29,2.2,3.61,5,False,False,True,False,True,False,False,False,276100.0,Médio
IMV00510,Penthouse,Centro Histórico,110,3,2,0,2009,Bom,Nordeste,Rua,D,1.9,1.28,2.21,3.16,5,True,False,True,False,True,False,False,True,420800.0,Alto
IMV00511,Estúdio,Periferia,67,1,2,0,1981,Para Remodelar,Noroeste,Pátio,E,7.4,0.17,0.71,0.27,4,False,False,False,False,False,False,False,False,43100.0,Baixo
IMV00512,Moradia,Zona Premium,177,4,3,0,1993,Para Remodelar,Norte,Pátio,E,2.2,0.9,0.78,0.32,6,False,True,False,False,False,False,False,False,497500.0,Alto
IMV00513,Moradia,Zona Industrial,119,3,2,0,2021,Novo,Noroeste,Pátio,A,9.2,1.08,0.89,4.68,1,False,True,False,False,False,False,False,False,197300.0,Médio
IMV00514,Moradia,Centro Histórico,142,4,2,0,2023,Novo,Sudoeste,Rua,B,0.0,1.89,0.9,1.18,5,True,True,False,False,False,True,False,True,493000.0,Alto
IMV00515,Penthouse,Zona Premium,200,3,2,1,1982,Razoável,Sul,Jardim,D,2.4,1.71,0.06,7.94,6,False,True,False,False,True,False,True,False,735600.0,Alto
IMV00516,Moradia,Zona Comercial,129,3,2,0,1970,Para Remodelar,Noroeste,Jardim,D,0.7,0.24,0.86,3.21,6,True,False,False,False,False,False,True,False,236900.0,Médio
IMV00517,Apartamento,Zona Industrial,61,1,1,8,2021,Como Novo,Oeste,Mar,B,10.7,1.62,0.95,5.68,1,False,False,False,True,False,False,False,False,61900.0,Baixo
IMV00518,Estúdio,Bairro Residencial,75,2,1,7,1984,Razoável,Oeste,Serra,F,4.0,3.15,0.5,1.88,3,True,False,False,False,False,False,False,False,92200.0,Baixo
IMV00519,Moradia,Periferia,132,3,3,0,1960,Razoável,Este,Pátio,F,7.7,1.95,1.6,8.71,2,False,False,False,False,False,False,False,False,156500.0,Médio
IMV00520,Duplex,Zona Premium,168,3,2,8,2016,Como Novo,Sudeste,Cidade,A,2.5,0.78,0.18,0.07,7,False,True,True,True,True,True,True,False,621800.0,Alto
IMV00521,Penthouse,Centro Histórico,136,4,2,8,1985,Razoável,Este,Mar,E,1.2,0.02,0.79,4.08,7,False,False,False,False,False,False,False,True,367100.0,Alto
IMV00522,Apartamento,Zona Comercial,51,2,2,0,1962,Para Remodelar,Sudeste,Rua,D,3.8,1.33,0.01,0.18,5,False,False,False,False,False,False,False,False,76500.0,Baixo
IMV00523,Estúdio,Zona Industrial,75,1,1,4,1969,Para Remodelar,Nordeste,Pátio,F,11.8,0.83,0.19,5.07,3,False,True,False,False,False,True,False,False,74100.0,Baixo
IMV00524,Duplex,Centro Histórico,98,2,2,5,2022,Como Novo,Este,Pátio,A,1.8,0.72,0.59,0.89,6,False,True,False,False,False,False,False,True,325400.0,Alto
IMV00525,Penthouse,Centro Histórico,146,3,2,4,2024,Novo,Noroeste,Pátio,A+,1.8,0.11,0.87,6.97,7,False,False,False,False,True,True,False,True,573200.0,Alto
IMV00526,Penthouse,Zona Comercial,118,3,3,4,2022,Novo,Sudeste,Jardim,A+,2.5,1.26,0.48,1.18,5,False,True,True,True,True,True,True,False,485600.0,Alto
IMV00527,Penthouse,Zona Comercial,153,5,2,2,2024,Novo,Oeste,Rua,A+,1.5,0.23,1.24,3.25,6,False,True,False,True,False,True,False,True,582600.0,Alto
IMV00528,Moradia,Zona Industrial,148,4,3,0,2021,Novo,Nordeste,Rua,A,10.6,2.7,0.82,0.09,1,False,True,True,False,False,False,False,True,259200.0,Médio
IMV00529,Penthouse,Periferia,111,2,2,10,1998,Bom,Oeste,Cidade,D,9.8,0.04,0.47,6.78,5,False,False,False,False,False,False,False,False,169200.0,Médio
IMV00530,Duplex,Zona Industrial,85,3,3,1,1989,Para Remodelar,Sudoeste,Rua,E,11.0,2.16,1.09,0.85,1,False,False,False,False,False,False,True,False,76000.0,Baixo
IMV00531,Moradia,Zona Premium,145,3,3,0,1980,Razoável,Norte,Rua,D,1.9,2.88,0.29,1.1,6,True,False,False,False,False,False,True,False,483500.0,Alto
IMV00532,Penthouse,Zona Industrial,158,5,3,1,2022,Como Novo,Norte,Pátio,A,11.1,1.38,0.61,1.32,1,False,False,False,True,False,True,False,False,289700.0,Médio
IMV00533,Estúdio,Zona Industrial,85,3,2,3,1993,Razoável,Nordeste,Rua,E,11.4,0.78,0.51,0.56,2,False,False,False,False,True,False,False,False,60800.0,Baixo
IMV00534,Duplex,Centro Histórico,80,2,1,5,2022,Como Novo,Sudoeste,Rua,A,1.0,1.34,1.47,1.68,5,False,False,True,False,False,False,False,False,241200.0,Médio
IMV00535,Penthouse,Zona Premium,192,3,3,3,2023,Novo,Sudeste,Jardim,B,2.3,0.72,0.02,3.87,7,True,False,True,False,False,True,True,False,1007400.0,Alto
IMV00536,Duplex,Bairro Residencial,107,2,2,9,2000,Bom,Sudeste,Mar,D,6.4,1.34,0.21,2.61,4,False,True,False,False,False,False,False,False,206900.0,Médio
IMV00537,Moradia,Bairro Residencial,100,3,2,0,1965,Para Remodelar,Sudeste,Rua,E,4.5,0.16,1.12,0.02,5,False,False,False,False,False,False,False,False,135800.0,Baixo
IMV00538,Apartamento,Centro Histórico,67,1,2,2,2013,Bom,Norte,Rua,B,0.0,1.18,0.25,1.76,6,False,False,False,True,False,False,False,True,165300.0,Médio
IMV00539,Duplex,Zona Industrial,86,2,1,0,1984,Razoável,Oeste,Rua,E,9.1,4.02,1.15,0.91,1,False,False,False,False,False,True,False,False,93200.0,Baixo
IMV00540,Duplex,Centro Histórico,89,2,2,4,2005,Bom,Sudoeste,Jardim,B,0.2,3.3,1.13,0.86,5,False,True,True,False,True,False,True,True,297600.0,Médio
IMV00541,Estúdio,Centro Histórico,62,2,1,0,2017,Como Novo,Sudeste,Rua,B,0.0,0.06,0.91,5.79,7,False,False,False,False,False,True,False,True,143900.0,Baixo
IMV00542,Moradia,Centro Histórico,70,2,1,0,1974,Para Remodelar,Oeste,Jardim,D,0.0,0.15,0.13,4.58,8,False,False,False,False,False,False,False,False,129800.0,Baixo
IMV00543,Moradia,Zona Comercial,100,2,1,0,1984,Para Remodelar,Este,Rua,E,3.8,1.19,3.06,0.6,4,True,False,False,False,False,True,False,False,212400.0,Médio
IMV00544,Duplex,Zona Industrial,112,2,1,3,2024,Como Novo,Noroeste,Jardim,B,10.1,1.93,0.46,0.11,2,False,False,False,False,False,False,False,False,143800.0,Baixo
IMV00545,Estúdio,Zona Industrial,68,2,2,4,2011,Como Novo,Sudoeste,Rua,C,11.5,1.12,0.75,9.77,1,False,False,False,True,True,False,False,False,66900.0,Baixo
IMV00546,Estúdio,Centro Histórico,54,1,2,7,2010,Como Novo,Sudeste,Cidade,C,0.0,0.73,2.34,0.82,6,False,False,False,False,True,False,False,False,103900.0,Baixo
IMV00547,Penthouse,Zona Premium,107,2,1,3,2022,Novo,Este,Jardim,A,1.1,2.91,1.19,4.38,5,False,False,True,False,True,False,False,True,630000.0,Alto
IMV00548,Penthouse,Zona Premium,154,5,3,9,2012,Bom,Oeste,Serra,C,2.5,1.16,2.22,7.35,5,False,False,False,False,False,False,False,False,596100.0,Alto
IMV00549,Estúdio,Bairro Residencial,62,2,1,1,1976,Para Remodelar,Noroeste,Rua,F,4.5,0.13,2.18,0.66,5,False,False,False,False,False,False,False,False,54700.0,Baixo
IMV00550,Apartamento,Centro Histórico,73,1,1,1,1971,Para Remodelar,Sul,Rua,D,1.5,0.07,0.18,0.37,8,False,False,True,True,False,False,False,False,113400.0,Baixo
IMV00551,Apartamento,Bairro Residencial,133,3,2,4,2024,Novo,Sudeste,Rua,A+,4.2,0.19,2.0,2.04,5,False,False,False,True,True,False,False,False,257900.0,Médio
IMV00552,Moradia,Periferia,174,3,3,0,1988,Para Remodelar,Norte,Jardim,E,9.7,0.92,1.46,2.69,3,False,False,True,False,False,False,False,False,168000.0,Médio
IMV00553,Apartamento,Centro Histórico,76,1,2,3,2022,Novo,Nordeste,Jardim,A,0.0,0.85,1.01,0.89,6,False,False,False,False,False,False,False,False,174400.0,Médio
IMV00554,Moradia,Zona Premium,175,3,3,0,1964,Razoável,Norte,Rua,E,1.6,0.73,0.25,1.09,7,False,False,True,False,False,False,True,False,586700.0,Alto
IMV00555,Estúdio,Zona Industrial,71,2,1,3,2023,Como Novo,Sudeste,Rua,B,9.2,0.49,1.1,6.79,3,False,False,False,False,True,False,False,False,67100.0,Baixo
IMV00556,Moradia,Zona Comercial,90,2,1,0,2007,Bom,Noroeste,Pátio,D,3.7,1.6,0.57,4.68,4,True,False,False,False,False,False,False,False,257700.0,Médio
IMV00557,Moradia,Zona Industrial,139,5,2,0,2021,Novo,Sudoeste,Jardim,A,11.5,1.67,4.02,0.2,1,True,False,True,False,False,True,False,False,245900.0,Médio
IMV00558,Apartamento,Bairro Residencial,107,3,2,6,1991,Para Remodelar,Norte,Cidade,E,5.4,2.31,1.3,3.63,3,False,False,False,False,False,False,False,True,130400.0,Baixo
IMV00559,Moradia,Zona Comercial,97,3,3,0,1960,Para Remodelar,Este,Rua,D,1.6,1.68,0.06,0.4,5,False,False,False,False,False,False,False,False,172100.0,Médio
IMV00560,Duplex,Bairro Residencial,108,3,3,4,2003,Bom,Sudeste,Rua,B,6.8,8.12,1.31,0.77,3,False,False,False,False,False,False,True,False,185900.0,Médio
IMV00561,Penthouse,Zona Premium,128,3,2,5,1973,Razoável,Oeste,Rua,F,2.9,0.41,1.17,2.5,7,True,False,False,False,False,False,False,True,465300.0,Alto
IMV00562,Penthouse,Centro Histórico,163,5,3,6,1972,Razoável,Norte,Cidade,D,0.0,0.26,1.15,0.06,7,True,False,False,False,False,True,False,True,453100.0,Alto
IMV00563,Duplex,Periferia,141,3,2,2,1970,Razoável,Este,Rua,D,7.6,0.04,1.19,4.94,4,False,False,False,False,False,False,False,False,156000.0,Médio
IMV00564,Penthouse,Periferia,125,4,2,1,1963,Razoável,Sudoeste,Pátio,D,8.7,2.73,1.23,1.56,2,False,True,False,False,True,False,True,False,203800.0,Médio
IMV00565,Moradia,Zona Premium,194,3,3,0,1985,Para Remodelar,Oeste,Rua,D,1.8,1.47,0.08,5.44,6,True,False,False,False,False,False,False,False,460600.0,Alto
IMV00566,Estúdio,Bairro Residencial,69,1,2,0,1996,Razoável,Este,Pátio,F,5.2,0.41,1.9,2.44,5,True,False,False,False,False,False,False,False,81300.0,Baixo
IMV00567,Moradia,Periferia,160,4,2,0,2019,Bom,Este,Rua,A,6.5,1.25,3.04,4.73,2,False,False,True,True,True,False,False,False,244800.0,Médio
IMV00568,Duplex,Zona Comercial,109,2,1,0,2001,Bom,Nordeste,Jardim,C,2.2,0.64,0.23,4.94,6,False,False,False,False,False,False,False,False,232300.0,Médio
IMV00569,Estúdio,Centro Histórico,46,0,1,1,1995,Bom,Sudeste,Pátio,D,0.0,0.19,0.03,0.36,8,False,False,False,False,False,False,False,True,96200.0,Baixo
IMV00570,Apartamento,Zona Industrial,103,2,1,5,2005,Razoável,Norte,Rua,B,9.4,0.91,0.9,10.94,2,False,False,False,False,False,False,True,False,83100.0,Baixo
IMV00571,Estúdio,Bairro Residencial,75,1,2,4,1977,Para Remodelar,Sudeste,Jardim,D,3.8,0.91,0.17,9.48,5,False,True,False,False,True,False,False,False,101500.0,Baixo
IMV00572,Moradia,Zona Industrial,166,4,2,0,1973,Razoável,Sudoeste,Rua,D,9.4,1.43,1.97,4.2,1,False,False,False,False,False,False,False,False,166900.0,Médio
IMV00573,Moradia,Centro Histórico,110,2,1,0,1963,Para Remodelar,Oeste,Pátio,E,0.1,1.39,0.58,5.2,5,False,False,True,True,False,False,False,False,241000.0,Médio
IMV00574,Penthouse,Periferia,112,2,1,2,1988,Para Remodelar,Sul,Rua,E,9.9,3.09,1.98,8.15,2,False,False,False,False,True,False,False,True,172100.0,Médio
IMV00575,Apartamento,Zona Premium,70,1,1,0,1976,Razoável,Norte,Jardim,F,2.3,0.13,0.8,0.95,7,False,False,False,False,False,False,True,False,171300.0,Médio
IMV00576,Moradia,Zona Comercial,137,5,2,0,2000,Bom,Este,Rua,D,0.5,0.05,0.11,0.7,7,True,True,True,False,True,False,True,True,464900.0,Alto
IMV00577,Penthouse,Zona Comercial,126,3,3,0,1985,Para Remodelar,Noroeste,Rua,D,3.8,0.06,0.08,6.48,7,True,True,False,False,True,False,False,False,342600.0,Alto
IMV00578,Estúdio,Centro Histórico,59,1,1,7,2021,Como Novo,Noroeste,Jardim,A,0.0,0.85,3.09,0.69,6,False,False,False,False,False,False,False,False,99700.0,Baixo
IMV00579,Estúdio,Zona Premium,103,2,2,4,1981,Para Remodelar,Nordeste,Jardim,E,2.5,0.93,0.01,1.53,7,True,True,False,False,True,False,False,True,224500.0,Médio
IMV00580,Moradia,Zona Comercial,123,3,2,0,1960,Razoável,Sudeste,Pátio,D,2.0,2.36,0.16,3.23,5,False,True,False,False,False,True,False,False,292700.0,Médio
IMV00581,Apartamento,Bairro Residencial,98,2,2,5,2021,Como Novo,Norte,Rua,A+,4.3,1.5,0.05,2.81,4,False,True,False,False,False,False,False,False,175500.0,Médio
IMV00582,Moradia,Centro Histórico,71,1,2,0,1975,Razoável,Oeste,Pátio,F,1.0,0.14,0.3,2.41,8,False,False,False,False,False,False,False,False,163200.0,Médio
IMV00583,Moradia,Centro Histórico,104,2,1,0,1964,Para Remodelar,Este,Pátio,D,0.0,2.04,0.75,1.59,5,False,False,False,False,False,False,True,False,196600.0,Médio
IMV00584,Duplex,Zona Comercial,116,2,1,0,2008,Razoável,Oeste,Pátio,B,2.2,1.81,2.74,3.29,4,True,False,False,False,False,False,True,True,261900.0,Médio
IMV00585,Moradia,Zona Comercial,96,2,1,0,2020,Novo,Sul,Pátio,A+,2.0,9.57,1.19,1.11,4,False,False,False,False,False,True,False,False,326000.0,Alto
IMV00586,Estúdio,Periferia,64,2,2,5,2021,Novo,Este,Jardim,A+,6.5,1.2,0.93,3.67,2,False,False,False,False,False,False,False,False,66800.0,Baixo
IMV00587,Apartamento,Centro Histórico,72,1,2,2,1961,Razoável,Noroeste,Jardim,E,1.0,0.36,0.5,0.2,8,False,False,True,False,True,False,False,False,139500.0,Baixo
IMV00588,Estúdio,Zona Comercial,64,2,1,1,2013,Bom,Oeste,Pátio,C,0.9,0.95,0.29,0.25,6,False,False,False,False,False,True,False,False,109900.0,Baixo
IMV00589,Estúdio,Periferia,73,2,2,10,1989,Razoável,Oeste,Cidade,E,6.8,1.59,0.06,1.13,3,True,True,False,False,False,False,False,False,84000.0,Baixo
IMV00590,Moradia,Zona Industrial,144,3,3,0,1983,Razoável,Nordeste,Jardim,E,10.9,0.81,0.75,0.37,2,False,False,False,False,False,False,False,False,157300.0,Médio
IMV00591,Estúdio,Bairro Residencial,86,2,1,8,2011,Bom,Este,Cidade,C,4.1,3.46,0.14,3.23,4,False,True,False,False,False,False,False,False,122700.0,Baixo
IMV00592,Penthouse,Bairro Residencial,152,3,2,6,2010,Como Novo,Oeste,Cidade,C,3.8,2.17,2.95,3.79,3,False,True,True,False,True,False,False,False,474900.0,Alto
IMV00593,Apartamento,Zona Premium,166,5,3,7,2020,Como Novo,Sudoeste,Cidade,B,4.9,1.11,1.75,2.58,5,False,True,True,True,True,False,False,True,597900.0,Alto
IMV00594,Duplex,Periferia,95,2,2,1,1988,Razoável,Nordeste,Rua,D,8.9,1.26,3.77,0.96,2,False,False,False,False,False,False,False,False,94800.0,Baixo
IMV00595,Penthouse,Zona Premium,182,3,2,1,1990,Para Remodelar,Sudoeste,Jardim,D,4.4,3.87,0.7,0.85,5,False,True,False,True,False,True,True,True,608500.0,Alto
IMV00596,Penthouse,Centro Histórico,139,5,3,5,2024,Novo,Sul,Rua,B,0.0,0.21,0.58,6.56,7,True,True,False,False,True,False,True,False,589700.0,Alto
IMV00597,Penthouse,Zona Industrial,144,3,3,5,2022,Novo,Norte,Jardim,A,11.2,0.92,0.4,0.52,3,False,True,False,True,False,False,False,False,262300.0,Médio
IMV00598,Duplex,Periferia,93,2,1,3,1985,Para Remodelar,Oeste,Jardim,D,8.3,0.55,0.25,1.19,4,False,False,False,False,False,False,False,False,84100.0,Baixo
IMV00599,Estúdio,Periferia,78,2,1,3,1999,Razoável,Norte,Jardim,E,6.7,0.7,0.03,0.44,4,False,False,False,False,False,False,False,False,52100.0,Baixo
IMV00600,Moradia,Zona Industrial,118,3,2,0,1995,Razoável,Este,Rua,D,9.7,1.43,1.43,2.37,1,False,False,False,True,False,False,False,False,125300.0,Baixo
IMV00601,Moradia,Zona Premium,151,3,3,0,1979,Razoável,Sudeste,Rua,E,1.1,0.74,1.18,3.56,6,False,True,False,True,False,True,False,True,506200.0,Alto
IMV00602,Apartamento,Zona Premium,117,2,1,5,2013,Bom,Este,Rua,C,1.9,0.59,0.66,2.72,6,True,False,False,False,False,True,False,False,329500.0,Alto
IMV00603,Duplex,Centro Histórico,85,3,3,0,1978,Razoável,Sul,Rua,D,0.0,0.54,1.07,7.53,6,False,False,False,False,False,False,False,False,178500.0,Médio
IMV00604,Apartamento,Bairro Residencial,82,3,3,3,1966,Para Remodelar,Sudoeste,Pátio,D,3.3,1.09,0.25,1.59,4,False,False,False,True,False,False,False,False,97600.0,Baixo
IMV00605,Estúdio,Zona Premium,121,4,3,2,2020,Novo,Sul,Pátio,A,1.3,4.77,0.57,2.93,5,False,False,True,False,True,True,False,True,374100.0,Alto
